display_id,rating
ht_00,0
ht_01,0
ht_02,0
ht_03,0.25
ht_04,0
ht_05,0
ht_06,0
ht_07,0
ht_08,0.75
ht_09,0
ht_10,0
ht_11,0.25
ht_12,1
ht_13,0
ht_14,0.25
ht_15,0
ht_16,0
ht_17,0
ht_18,0.75
ht_19,0.25
ht_20,0.25
ht_21,0
ht_22,0
ht_23,0
ht_24,0
ht_25,1
ht_26,0.25
ht_27,0
ht_28,0
ht_29,0
ht_30,0
ht_31,0.75
ht_32,0
ht_33,0
ht_34,0
ht_35,0
ht_36,0
ht_37,0.25
ht_38,0.5
ht_39,0.5
